serialNo,stitle,deptName,postDate,content
1518,老翁獨居不慎跌倒呼喊救命   警消積極門救援協助護送就醫,嘉義市政府警察局公共關係科,2018/02/08 17:20,"嘉義市政府警察局第一分局北興派出所警員沈永青、陳彥廷日前16-18時備勤勤務時接獲報案，派出所轄區內一處民宅有民眾聽到有人不斷地發出呼喊微弱的救命聲，沈、陳2員警不敢大意，立即迅速趕往到場查看處理同時通報消防局派遣消防救護車及救護人員到場協助，經到達事故現場後發現有一名老翁因為不慎跌倒在家中無法自行爬起，而在屋內喊叫救命，處理員警上前查看，老翁居住的住宅大門深鎖，經員警向老翁呼喊還好老翁神智清醒並且有了回應，表示其行動不便又加上年邁身體不適跌倒而無法開啟大門，於徵詢老翁同意後員警遂緊急破壞門鎖進入老翁住處，並順利將老翁緊急護送就醫。
警方獲報到場時，從屋外聽到有一名老翁人在屋內發出痛苦的哀嚎聲，但是因為大門深鎖無法進入，；經徵詢老翁同意後，員警遂緊急破壞門鎖進入老翁住處，於進入屋內後果真發現一名老翁跌倒在地無法自行爬起，但是意識尚清楚，處理員警與到場的消防救護人員遂先安撫該名老翁，並協助將其攙扶上救護車協助護送就醫；警方事後了解，老翁陳○山(20年次)獨居，於事發當日睡午覺後遇起身之際，因身體不適突然跌倒而無法自行起身，在家中發出救命聲以尋求協助，幸好由熱心的鄰居聽到而立刻報請警方協助，員警到場查看後發現其大門深鎖遂緊急破壞門鎖進入救援，順利進入將老翁護送上救護車並載往醫院接受診治，老翁表示自己年事已高平時就一個人獨居，事發當日因為血壓上升導致暈眩跌倒而身體不適十分恐慌與無助，當聽到員警呼叫「老先生你還好嗎?我們是警察，來幫你了!」內心相當感動，於員警將老翁送達醫院就醫後，準備離開醫院時老翁由衷地感謝警消救援人員及時破門協助就醫才讓其平安到達醫院就診，警方於將老翁交由事後被通知到達醫院的家屬陪伴與照顧，老翁及其家屬對警、消人員的積極協助再次深表讚許與感激。
第一分局北興派出所所長陳立敏表示，為民服務是警方目前積極推動之目標，在民眾有困難時警察會盡其所能給予關懷和協助，讓民眾能感受到警察的敬業和用心，對於員警完成本次助人義行，充分落實嘉義市所推動的友善城市政策，彰顯了助人最樂精神，做為為民服務工作的良好示範與工作指標，提供適切關懷、協助與照顧，讓需要他人關懷之民眾，得享有尊嚴、溫馨與安全之生活環境，並展現員警親民、愛民溫暖的一面
"
1519,佳節送溫馨  警民攜手齊反貪暨反詐騙及預防犯罪宣導,嘉義市政府警察局公共關係科,2018/02/08 17:20,"嘉義市政府警察局第一分局長榮派出所，於107年1月26日配合慈善團體辦理歲末年終社區關懷活動，由長榮派出所所長盧榮吉帶領所內同仁及警察志工前往活動現場配合宣導廉政反貪暨加強犯罪預防宣導，並特別邀集轄內居民們共同到場參與，里民們互相邀約一起「逗陣(台語)」來參加，活動現場參與的民眾熱絡不已。
長榮派出所與轄內慈善團體辦理歲末年終社區關懷活動，活動由盧所長帶領派出所內警察同仁及警察志工前往配合現場活動宣導廉政反貪，以提升全民廉能及法紀素養；盧所長於活動中特別向到場與會民眾說明近其轄內交通、治安等狀況，其次向現場參與民眾加強宣導犯罪預防(防竊、防搶、防詐騙及反毒)暨防制作為，以有效防止民眾遭受被害之發生，並透過社區關懷活動聽取里民之建言；另外為貫徹公務員廉政倫理規範要求，端正警察風紀，樹立廉能政風，盧所長在活動中除了加強全民反貪意識外，並與在場與會市民宣導一同攜手促進廉能政府；盧所長向現場民眾宣導「廉政反貪」相關規定，藉此逐步加深民眾對廉潔、反貪之印象，使民眾對「請託關說登錄查察作業要點、廉政相關法規、政府廉潔、行政透明」等規定能有進一步的認識；並也特別針對近來新型態的詐騙手法及案例，向現場的民眾加強進行反詐騙宣導，借以充實民眾自我防詐觀念，並能將獲得的知識分享給周遭親朋好友，大家一同來守護自己寶貴的財產，以降低遭受詐騙案件發生，只要民眾防詐騙意識與時俱進，歹徒便無法輕易得手。
第一分局長榮派出所所長盧榮吉表示，警方舉辦廉政宣導目的是為宣示警察機關革除陋規積習之決心，除希望能落實廉政防貪工作，亦籲請民眾響應政府政令，杜絕紅包文化，勿對員警送禮、邀宴、請託關說，型塑優質警察組織文化，提升警民關係，強化國人對廉能議題之正確認知，推廣反貪觀念，增進全民反貪意識，讓民眾感受到政府推動「廉潔」的決心與承諾，達到外界對警察機關廉能意識之瞭解與支持，共創一個廉潔的嘉義市，讓民眾有感更讓民眾安心。
"
1520,警社區治安會議，結合重要節日安全維護工作暨預防犯罪宣導,嘉義市政府警察局公共關係科,2018/02/08 17:19,"嘉義市政府警察局第一分局北興派出所有鑑於春節期間將近，特別於春節前夕結合轄區後驛里在玄天上帝廟前廣場舉行社區治安會議暨加強重要節日安全維護宣導座談會，會議並邀請里長及在地居民一同參與，除針對轄內治安狀況研討外，並向里民宣導轄內概況、防竊防搶、反詐騙觀念及倡導交通訊息，希望能透過警民合作讓大家春節期間都能安心過好年。
本次會議由後驛里里長陳其生主持，北興派出所所長陳立敏主講，並邀請防治科科長黃東慶蒞臨指導，陳所長也藉此機會向里民宣導本年度加強重要節日安全維護工作重點，107年加強重要節日安全維護工作將於2月8日22時起跑，至22日24時止，為期15天。本項工作以「治安平穩、交通順暢、民眾安心」為三大工作主軸，並加強犯罪偵防、維持交通順暢、滿足民眾需求，同時針對轄區特性，縝密規劃各項維護治安、交通及為民服務勤務；本工作期間設立機動派出所、提供民眾舉家外出及護鈔等安全維護服務，並加強協尋失蹤人口返家團圓；會議並由派出所陳所長率領所內同仁到場共同向受關懷民眾加強宣導反詐騙及居家住宅防竊等預防犯罪新觀念；透過發放慰問品及進行「防竊」、「防搶」、「防詐騙」及「反毒」說明宣導以加深民眾印象，尤其詐騙集團多以高齡長者為行騙對象，且嘉義市高齡長者眾多，嘉義市政府警察局對於高齡友善警政服務更加重視、用心，特別藉由發送慰問品之機會，向民眾宣導高齡友善「家戶訪查高齡友善警政服務措施」，讓派出所勤區佐警透過勤區查察或其他勤務深入轄內拜訪年滿65歲以上之長者等高被害風險對象加強預防犯罪及交通安全宣導，期待能透過多一分關懷少一分被害，希望藉此宣導方式提高民眾防詐的警覺性，並向民眾說明詐騙防範措施之道，此服務措施讓轄內民眾對警方積極防制詐騙更具信心，以避免民眾辛苦所得積蓄遭受詐騙；另警方也會派員至民眾住家來做住宅安全檢測的方式，讓民眾可以了解住家內目前有無該加強注意防竊的重點；還有許多年長者大多會選擇在晨間外出運動，外出運動期間應注意要穿著鮮艷亮色衣物來保護自己安全，也保護其他用路人的行車交通安全；倘若當民眾遇到困難急需協助時，也請撥打110或119及派出所05-2321294電話，警方將會立即派員前往協助處理，除了懇請民眾切記注意上述防範方法外，所長也以「家戶訪查高齡友善警政服務措施」議題內容向里民們做宣導，希望民眾與警方共同努力來守護治安及保護自身安全，願警民攜手共創良好的社區治安；而北興派出所全體同仁也會努力加強轄內治安巡守，盡心盡力為民服務，積極協助民眾並適時提供法律諮詢，有效降低被害情事發生，以營造優質社區治安生活環境，使民眾更加提高警覺，讓此次活動更具意義。
嘉義市政府警察局第一分局北興派出所所長陳立敏表示，希望藉由拉近與民眾的距離，讓社區民眾與警察共同協力守護治安，並建立良好的警民關係以利相互輔佐協助，使更有效地防範犯罪之發生，正所謂「警力有限，民力無窮」；為了有效遏止犯罪發生，與社區居民合作發揮社區聯防概念是相當重要的一環，讓民眾對警察能夠有更多認同感，也擺脫以往民眾對於警察只有嚴肅威武的剛硬形象，透過與民眾之間良好的互動，進而達到防制犯罪的效果，大家攜手共創一個治安放心、交通順心及服務貼心的美麗諸羅城市。
"
1521,落實推動陽光法案！嘉市警局辦理公職人員財產申報抽籤,嘉義市政府警察局公共關係科,2018/02/08 17:19,"嘉義市政府警察局於昨(7)日上午假該局3樓勤務指揮中心會議室辦理「106年度公職人員財產申報實質審查」抽籤作業，由局長詹永華親自主持，依法務部規定比率抽出該局106年應申報財產義務人總數14％進行實質審查，再由其中抽出2%進行前後年度財產資料比對。
局長詹永華表示，清廉是公務人員的核心價值，也是民眾對政府的期待，為落實陽光法案公職人員財產申報意旨，期藉由義務人誠實申報財產，經政風單位審查有無財產異常增加等情事，遏阻可能涉及之不法或貪瀆行為，以確立公職人員清廉之作為；因此於年度中擔任應申報職務者，依規定必須在就職3個月內、離職2個月內或年底前辦理財產申報。
此外，市警局政風室為配合春節監察防貪業務，製作U型頸枕宣導品、配合宣導標語「清廉呷水甜，心安脾透開」，期勉各單位主管落實要求同仁唯有廉潔自持方能高枕無憂。
"
1522,嘉市大火燒毀23戶 縱火犯迅被警逮獲,嘉義市政府警察局公共關係科,2018/02/08 17:18,"嘉義市西區林森西路426巷昨（7）日下午2時42分發生火警造成23戶木造建築被燒毀，第一分局分局長顏榮泰獲報後，深表重視，立即指示偵查隊成立專案小組全力偵辦。
在嘉市警、消追查下，發現現場疑似有人縱火，正當警、消在現場查訪時，一名葉姓男子疑似縱火後又返回火災現場觀賞時
，當場被其他住戶發現，葉男隨即被警、消人員帶回第一分局偵訊並坦承縱火之犯行不諱，且扣得他作案用衣服及打火機，全案訊後依違反公共危險罪移送偵辦。
詢據葉嫌供稱，他因與同居人林女長期感情不睦，7日上午2人發生口角，下午越想越生氣，見同居人及小孩在2樓，於是在2樓將一些雜物推倒並持打火機點燃衛生紙威嚇林女後，就獨自1人下樓吃麵，惟見火勢引燃後，心想不對，又返回2樓救出同居人及小孩，一度想要拿滅火器滅火，然因現場是連棟式木造建築，火勢延燒迅速而作罷；經消防局動員22車73人救援，火勢仍持續往隔壁延燒，直至傍晚6點許才將火勢撲滅，本起火災計造成23戶木造民宅燒毀，僅一名老翁遭濃煙嗆傷，所幸送醫時無大礙。
第一分局分局長顏榮泰表示，維護社會安全、防止一切危害為警察之任務，當人民有危險或困難需要協助時，警察必義不容辭的伸出援手，期勉所屬警察同仁能夠本著為民服務的精神，做一位稱職的人民保母，也呼籲民眾有發生緊急事態或困難時，應當立即向警方求助，否則延誤造成意外，將得不償失。
"
1523,安居緝毒、掃黑、打詐  守護「嘉」園春節無休,嘉義市政府警察局公共關係科,2018/02/08 17:18,"臺灣高等法院檢察署與警政署規劃「安居緝毒行動專案」，於107年1月29日至2月5日全國同步執行查緝，安居緝毒專案目的在於掃蕩隱匿於社區、大樓之中、小型藥頭，經報請檢察官指揮，強化個案蒐證質量，以足夠證據羈押販毒者，將藥頭確實趕出社區、大樓，還給市民無毒的居住環境。
本局為落實緝毒政策，報請臺灣嘉義地方法院檢察署指揮，召開多次期前會議統籌規劃，各單位針對轄內毒品治安重點執行查緝，於專案期間內共計查獲各類毒品案19件26人、查扣各級毒品1556.59公克、改造手槍1枝；其中緝獲販毒藥頭9人，經地檢署聲請羈押8人，法院裁定羈押7人，聲押率及羈押率均明顯提高，務使民眾家園遠離毒害。
緊接安居專案之後，本局復與刑事警察局偵六大隊第一隊、海巡署第十三海巡隊及嘉義縣警察局等單位，於2月7日凌晨拂曉出擊，拘捕以林○○為首之天道盟不倒會幫派成員共7人。該犯罪集團涉及106年3月間在嘉義縣東石鄉鳴槍示威及多起暴力討債事件，經報請臺灣嘉義地方法院檢察署曹檢察官合一指揮，持臺灣嘉義地方法院核發之搜索票，在新北市新莊區、樹林區等地，會同刑事警察局除暴特勤隊同步執行拘提，查扣現金6萬9，700元、多張被害人簽立本票、第一級毒品海洛因、第二級毒品安非他命及手機等贓證物，詢後依組織犯罪防制條例、毒品危害防制條制等罪移送偵辦。
嘉義市政府警察局局長詹永華表示，農曆春節即將來臨，警方執行重要節日安全維護工作，緝毒、掃黑、打詐更為持續打擊犯罪之重要工作，呼籲民眾如有發現相關情資及可疑之人、事、物，請即撥打110電話向警察機關報案檢舉，建立｢友善通報網｣，共同維護本市治安，務必讓民眾有感、歡度好年。
"
1524,107年加強重要節日安全維護工作起跑了！,嘉義市政府警察局公共關係科,2018/02/08 17:17,"本工作自2月8日起至2月22日止，計15天。每逢農曆春節，家家戶戶除舊佈新、採買年貨，資金往來頻繁，易為宵小覬覦；或因返家團圓車潮造成壅塞；及保護民眾舉家外出旅遊，家中財物免遭盜匪洗劫。基此，為強化本項工作，警方於春節期間，規劃各項防制勤務及服務作為，讓市民安心過年，並以警、軍、民力校閱暨威力巡邏活動方式，宣傳維護治安、交通工作與各項服務作為及協勤民力犧牲奉獻的精神。
本次校閱及演練計動員警、軍、消防及協勤民力等維安力量132名，巡邏車及偵防車計16輛，機車12部，由市長涂醒哲主持，並邀請嘉義市議會議長、後備指揮部指揮官、憲兵隊隊長、警友會理事長、義警、義交、義消、志工、民防、守望相助隊等大隊長及市府相關局處主管共同與會。在市長涂醒哲帶領下，共同宣示捍衛嘉義市治安、維護交通秩序及為民服務工作的決心，並期許市府及警察局勤務同仁，在春節期間，均能堅守崗位，提供優質服務，打造一個健康幸福的安全城市。
警察局局長詹永華亦同時強調，今年春節以「治安平穩、交通順暢、民眾安心」為三大工作主軸，並投入警、軍、民力協勤等維安力量，持續在社區治安、交通工作紮根，並提供各項服務作為，一起攜手保護「嘉」園。
"
1525,「樂遊彰化慶佳節 全民齊力防犯罪」彰化縣警察局春節預防犯罪宣導活動,彰化縣警察局公共關係科,2018/02/08 15:49,"今(8)日下午員林火車站充滿人文藝術氣息，往來旅客大飽耳福，彰化縣警察局為加強春節期間安全維護工作，特別舉辦「樂遊彰化慶佳節 全民齊力防犯罪」宣導活動，邀集縣內優秀的音樂才子在員林火車站前大秀琴藝，吸引民眾參與宣導活動，提升全民預防犯罪知能，現場還有捐血車、義賣攤位、宣導遊戲攤位，並展示新興毒品模型，民眾熱情參與，現場氣氛十分熱絡。
農曆春節將至，該局全力投入春節期間安全維護工作，為讓民眾歡度春節假期，特別選在車水馬龍的員林火車站前舉辦預防犯罪宣導活動，以輕鬆悠閒的方式與民眾互動，藉由優美的樂章，穿插有趣的有獎徵答，讓民眾一邊欣賞清耳悅心的旋律，一邊吸收預防犯罪新知，會場周邊另輔以活潑熱鬧的宣導遊戲攤位以及捐血與愛心義賣活動，可謂一舉數得，民眾興高采烈熱情參與，其中最吸引民眾目光的，莫過於現場陳列的新興毒品模型，該局表示因為新興毒品外觀不同於傳統毒品，常偽裝成咖啡包、零食、飲料等造型，以新奇外型及包裝來吸引年輕人施用，降低戒心並規避查緝，這些新興毒品常混合多種藥理作用相反或相似的毒品，潛藏致命危機，呼籲大家齊心反毒，發現社區住戶有涉毒特徵，請立即報警檢舉，另外該局也提醒民眾在人潮聚集場所，應注意隨身攜帶的財物，儘量以匯款或信用卡取代現金交易，並多留意防詐資訊，提防詐騙集團伺機而動。
"
1526,天兵通緝犯警所領信 管區女警認出逮捕,高雄市政府警察局公共關係室,2018/01/31 14:54,"  昨日18時許一名賴姓民眾至高市警局楠梓分局加昌派出所領取法院文書，當時值班女警謝佩樺一眼認出賴姓通緝犯賴○○是設籍於轄區之偽造文書通緝犯。隨即不動聲色，與所內備勤人員上前告知，將一臉錯愕的賴嫌逮捕!警方手中另賴嫌涉有轄內2件竊盜取花盆、農產品等民生案件，一併據以偵辦。賴嫌自嘆躲了大半年，保大等多個單位埋伏都沒能抓到，沒想到自投羅網栽在她手上!經警方調查，去(106)年12月份加昌所受理到兩件民生竊案，一件為住家前盆栽遭竊、一件是貨車上近200公斤的南瓜被偷!奇怪的是兩件竊案皆發生在同條路相距不到50公尺。當時警方研判應是居住周遭的治安顧慮人口。經調閱周遭監視器後，發現竟是賴嫌至該處「徒手」將三大籃兩百餘公斤的南瓜分三趟搬回家，賊性堅強讓警方咋舌。該2案隨著賴嫌通緝遭逮一併偵破。
女警謝佩樺是高雄大學法律系的高材生，從警資歷不到一年，平日對業務及勤區經營都非常細心，沒想到這狡猾的通緝犯竟然自己上門報到，被她一眼認出!警方逮捕賴嫌後回到賴嫌住處取贓時，周遭鄰居對著執勤的員警比出大拇指，大讚警方為地方除害。全案訊後除偽造文書通緝、竊盜、侵占遺失物等案函送高雄、橋頭地檢署偵辦。
"
1527,阿嬤餓到偷賣場竹輪 警憫以物資幫忙她度難關,高雄市政府警察局公共關係室,2018/01/31 14:51,"  高市警局三民二分局覺民路派出所日前晚上21時許接獲報案，在大昌二路一家賣場遭人偷竊商品，員警趕赴處理現場發現一名洪姓阿嬤，已被帶至賣場辦公室內，經詢問店家表示稍早老婦走出賣場時，門口警報器突然響了，店員上前攔阻，老婦馬上坦承有偷拿走竹輪兩包、泡麵兩碗及肥皂等(價值約500元)。阿麼表示因為肚子餓本想購買泡麵回家吃，但家中經濟狀況不佳動了歹念，過程中雖不斷向店家求情，店家雖想原諒，但礙於公司規定，只能報警處理。員警到場確認瞭解此情後，見其情可憫，準備了民生物資提供生活上的幫助，並協助其申請相關社會補助，惟其行為涉及竊盜罪係屬非告訴乃論罪，尚須移送地檢署偵辦，員警除展現執法專業外，亦扮演了活菩薩的一面。
阿嬤表示，本來是要去賣場買泡麵回家煮當晚餐，適逢丈夫剛車禍住院，家中經濟較不穩定，一時貪小便宜起了竊心，聽到警報器響起時，她感到十分後悔，但已經來不及了，經偵辦員警瞭解，也十分同情阿嬤遭遇，決定發揮社會正面力量，除購餐給阿嬤果腹外，也準備一些轄內善心人士捐贈的民生物資(油、米、麵條等)給阿嬤，後續主動關心生活狀況，協助她申請相關社會補助，讓阿嬤感受到嚴正執法的警方，也有溫暖的一面。
"
1528,仁武警英勇追緝毒販,高雄市政府警察局公共關係室,2018/01/31 14:47,"  高市警局仁武分局偵查隊柯昭賢小隊長、偵查佐唐瑋廷、陳春生及九曲所警員吳文旺、劉相府等五員，接獲線報指稱男子李○○疑似從事販毒工作，於（30）日下午自本轄一路尾隨李男三民區昭良街1號前，柯小隊長等三員趁李嫌上車時欲拉開車門要求下車，卻遭李嫌駕車衝撞車後方柯小隊長等三員。
柯員為防止隊員生命遭受危害，遂以警槍朝李嫌所駕駛自小客車左後輪射擊子彈三發，李嫌自小客隨後衝撞停放於建工路229巷23號前之自小客後一路衝撞229巷17號對面所停放一排機車後始停止，李嫌隨即遭警方上前逮捕，過程中無人員傷亡，警方當場從李嫌身上查獲0.71公克K他命及K他命香菸7支，又於20時30分帶李嫌至他居住地查獲安非他命5.69公克，全案依毒品危害防治條例移送橋頭地檢署偵辦。
"
1529,背骨毒蟲棄同行友人自行落跑 狂奔500公尺體力不支還是遭GG了,高雄市政府警察局公共關係室,2018/01/31 14:45,"  高市警局湖內分局阿蓮分駐所巡佐黃見成、警員陳冠倫日前執行巡邏勤務，16時50分巡經阿蓮區民生路138巷內，發現一名王姓男子騎乘重機車搭載40歲謝姓男子，兩人均因未戴安全帽，引起員警注意上前盤查，在盤查過程中王男眼神飄移不定且身體不斷顫抖，經驗老道的巡佐黃見成見狀便告知王男如果身上有攜帶違禁物就自行交付予警方，王男(33歲)自知難逃法網，便自行從右邊口袋交付一小包安非他命(毛重0.4公克)予員警。
據了解，王男遭警逮捕後，向警方求情不要為難他的朋友謝男，怎料，在警方上前逮捕王男之際，謝男因身上持有毒品心虛，竟趁隙奮不顧身拔腿狂奔，完全不顧為他挺身而出的義氣朋友(王男)，不過，在謝男跑了500公尺後，仍因體力不支無力而遭警壓制，員警發現謝嫌被壓在地板之際雙手還緊緊握住褲子左邊的口袋，經詢問下，謝嫌才坦承左邊口袋內裝有一小包毒品海洛因(毛重0.7公克)及以注射的針筒一支，員警立即將謝男及王男逮捕，經偵訊後，依違反毒品危害防制條例移送法辦。
"
1530,男毒癮戒不掉人生毀  下樓買包菸解悶當場被查獲,高雄市政府警察局公共關係室,2018/01/31 14:45,"  高市警局三民一分局十全派出所巡邏警網所長黃昶斌及警員盧品豪，在107年1月29日晚間9點於高雄市三民區九如二路某旅館外巡視，突然有一名戴著口罩的平頭男子雙手插在外套口袋匆匆走到櫃檯前要買菸，但男子見到警方後，眼神緊張不斷往四處飄疑似刻意避開警察，所長黃昶斌覺得事有蹊翹，便上前盤查男子身分，經查詢後發現陳男為列管毒品採集尿液人口，陳男對於警方突如其來的盤查舉動感到十分訝異，起先講話還吱吱唔唔，說自己的證件沒有在身上放在房間中，後來仔細一摸證件居然放在口袋中，並稱其隨身行李及物品還放於房間內，後來在員警陪同之下前往房間欲拿取行李時，沒想到一打開房門，居然發現床上大喇喇擺著一組安非他命吸食器，吸食器內還殘有安發他命殘渣(經磅秤為毛重0.21公克)，陳嫌坦承吸食器為其所有，並在不久前剛吸食毒品完，沒想到下一秒就被逮個罪證確鑿，警方當場予以逮捕，依法帶返所偵辦。
陳嫌向警方表示剛於房間內使用完畢毒品後，想到自己遲遲無法戒掉害人不淺的毒癮，弄得人生走調又沒朋友，抑鬱之餘便下樓買包菸解悶，沒想到遇到警方盤查。所長黃昶斌藉機勸陳嫌，也許這是老天爺聽到他到心聲，特地派警察來抓他，給他一次改過的機會，盼陳嫌可以藉這次機會，好好改過向善。全案依違反毒品防制條例移送偵辦。
"
1531,不願面對的真相  口袋內掉出毒品臉好冏,高雄市政府警察局公共關係室,2018/01/31 14:42,"  高市警局新興分局中正三所員警林英新、黃璽諭於107年01月29日00時50分許駕駛警用汽車於轄內執行巡邏勤務時，見一台發動中之黑色自小客車停在七賢一路與復興一路口之全家超商前，富有刑案偵查經驗的巡佐林英新見狀後，立即趨前盤查，發現一名男子乘坐在自小客車之駕駛座上，該男子對於員警之攔檢十分配合，亦向員警表示因口渴故至臨近超商欲購買飲料解渴，正當該男子欲將口袋之證件拿出並交付予員警查證時，一包毒品愷他命瞬間自口袋內掉落地面，該男子自知難逃法網，遂主動坦承該毒品為其所有。
駕駛人陳○○過去曾有施用毒品的前科，亦有在燕巢看守所觀察勒戒之紀錄，至今仍不知悔改，陳嫌向員警表示因忘記自己的毒品藏於何處，於口袋內掏出證件之際，毒品愷他命卻不慎掉出，才遭盤查員警持有毒品，全案依毒品危害防制條例送辦。
"
1532,急忙丟棄毒煙盒  警眼尖查獲毒品,高雄市政府警察局公共關係室,2018/01/30 14:39,"  高市警局鳳山分局五甲派出所巡邏員警周慶倫、李振昌等二人，於本(27)日晚間21時許，於鳳山區保泰路與龍成路123巷口見一名男子趙○人騎乘重機車附載一名女性友人見警方神情慌張而有異相(註：兩人皆有戴安全帽)，警方便上前攔查，最後於前鎮區崗山西街與崗山中街口將其攔下，於實施盤查過程中，趙男一時緊張遂將胸前口袋中香菸盒丟棄於地上，員警察覺有異立即拾起查看，於香菸盒中發現一支捲有一級毒品海洛英(0.69公克)的香菸，經警方詢問後，趙男坦承該物為自己所施用毒品之捲菸，警方便依法將趙男帶返所偵辦，警詢後全案依違反毒品危害防制條例罪嫌移請高雄地檢署偵辦。
"
1533,飢寒起盜心？ 聲東擊西誆騙眼疾翁,高雄市政府警察局公共關係室,2018/01/29 14:32,"  高市警局鼓山分局鼓山派出所日前接獲報案後，立即調閱監視器並訪談鄰近店家，從監視器裡可以清楚發現涉嫌人穿著及車牌號碼，因此鎖定住在三民區中都路的張姓男子涉案，26日上午員警發現竊嫌行蹤，一路尾隨至現住處後，立即上前表明身分及事由，張男當場坦承涉案，並在其冰箱裡起獲還沒吃完的白米，警詢後依竊盜罪嫌移送偵辦。受害老闆的女兒表示，近期因店內白米賣出的數量與收入經常有落差，懷疑遭人偷竊，於是查看店內監視器畫面，發現真的有人偷米，而在25日報警處理。莊姓老闆年過八旬，因年紀老邁視力退化，眼睛患有殘疾，單憑聽聲辨位，平時僅一人看店，因顧客都是熟識的老街坊們，相互信賴，猶如無人看顧的良心商店，未料相信人性的結果，換來的是張嫌無情的對待。
警方循線逮獲張姓涉嫌人，張嫌坦承因中年就業困難，長年無業，餐不飽食，1月上旬行經該店時，發現賣米的老翁眼睛看不見又經常單獨一人看店，數度逡巡後，萌生歹念，趁無其他顧客時入內拿起一包白米(價值150元)，老翁發現有人時，還佯裝熱心民眾藉故與老翁攀談誆稱有民眾登門買米；張嫌落網後，鼓山所所長陳武郎還好心勸誡張嫌:「舉頭三尺有神明，若要人不知 除非己莫為！」，如果生活確實有困難，歡迎隨時來派出所，我們一定竭盡所能提供協助，訊後依竊盜罪嫌移送法辦。
"
1534,與毒蟲同車 正妹衰陪採尿送驗,高雄市政府警察局公共關係室,2018/01/29 14:30,"  高市警局湖內分局路竹分駐所所長邱善明、警員林佑澤等2員擔服前日夜間2-4時巡邏勤務，行經路竹區文化路228號前發現一台白色轎車車窗未關，車旁及車內各有一男一女，因路竹鄉間民眾夜間幾乎無人車活動，所長邱善明、警員林佑澤直覺可疑，因此向前盤查。
在盤查過程發現該蘇姓男子反應極大，且該男子站立不穩，且身上還散發出濃濃K味，經警深入盤查身分，該蘇姓男子為毒品前科累犯，眼尖所長在蘇男同意下發現該車腳踏墊上發現吸食器及K盤，且內有愷他命毒品一包(1.94公克)，這時蘇嫌才自承持有愷他命，並自其包包內再拿出一包(30.17公克)的愷他命，自稱這些毒品皆其所有，與同車正妹李姓女友人(87年次)無關；李女也表示其與蘇男認識不久，也無吸食毒品前科，員警聽聞後，雖替李女感到無可奈何，但因李女與蘇姓毒蟲同車持有毒品，蘇男則依毒品危害防制條例移送臺灣橋頭地檢署偵辦。
"
1535,於通訊軟體LINE中建立『愛○思全套外約』群組引誘、媒介性交營利遭警查獲,高雄市政府警察局公共關係室,2018/01/29 14:29,"  高市警局楠梓分局行政組接獲民眾檢舉，有應召站業者於通訊軟體LINE中建立『愛○思全套外約』群組，刊登多張穿著清涼、姿態撩人、臉部遮蔽之女子照片，意圖引誘、媒介不特定人為性交以營利。
警方即編排警力於轄區出入較可疑複雜之旅宿店執行臨檢勤務，日前吳○○擔任俗稱「馬伕」之司機工作，駕駛自小客車載送本國籍成年女子張○○疑似至該旅店欲從事性交易，即趨前盤查，並於興楠路355巷口攔查到吳嫌及張女，吳嫌雖未坦承專責接送小姐從事性交易上下班代步，惟訊後全案仍將吳嫌依違反妨害風化罪嫌移辦。
"
1536,狸貓換太子 賊膽大掉包濟公金扇,高雄市政府警察局公共關係室,2018/01/29 14:05,"  高市警局三民一分局哈爾濱所於107年1月23日8時接獲轄內一起竊盜案，經調閱監視器畫面後鎖定一名游姓男子涉嫌竊盜行為，警方循線107年1月25日通知游嫌到案說明。哈爾濱所於107年1月23日接獲轄內王姓民眾報案稱其平日在哈爾濱街聖天宮擔任廟公一職，23日早上到宮內祭祀時發現其供奉濟公神像所持之純金扇子一把(5錢，價值約3萬5千元)竟遭人調包成假扇，便立即調閱宮內監視器發現一名身穿深色背心且頭髮微凸之男子，趁宮內無人時先拜拜後再偷偷將金扇竊走，而留下一把用破銅爛鐵所製作的假扇，讓王姓廟公哭笑不得，只好先報案。警方接獲後立即由警員蔡仲育及警員游孟洋調閱路口監視器後鎖定游嫌，並於107年1月25日循線通知游嫌到案說明後宣告偵破。
游嫌到案後稱他當日是到愛河之心附近運動要返家時行經聖天宮發現該宮廟無人看管，才會趁無人將金扇偷竊，警方問游嫌若臨時起意為何所掉包自製鐵扇與金扇樣式相同?游嫌才支支吾吾說因為自己以前就住這附近，對於這尊佛像有了解，所以才會自製這把鐵扇可以隨時掉包，當日他見宮廟沒人才會趁機偷竊，但竊後本來想變賣換現金，卻因為神明的東西沒人願意購買，而游嫌不知道要如何處置又怕被抓到，所以才會丟到草叢內，事後雖然因為良心不安想將金扇尋回，但已卻遍尋不找，只好想擇日到宮內請求原諒，沒想到早被警方鎖定便一舉將游嫌帶返所偵辦，警方訊後將游嫌以竊盜罪嫌函送法辦。
"
